filename,mean_grain_diameter_px,grain_count,dominant_colors,color_percentages
60.jpg,32.72,21,"maroon, brown, brown","maroon: 39.0%, brown: 24.3%, brown: 19.7%"
61.jpg,562.69,1,"black, black, gray","black: 32.9%, black: 24.9%, gray: 23.8%"
62.jpg,15.07,82,"gray, gray, gray","gray: 28.3%, gray: 24.7%, gray: 22.7%"
63.jpg,20.94,40,"white, brown, gray","white: 29.3%, brown: 24.0%, gray: 20.3%"
64.jpg,23.78,53,"brown, gray, white","brown: 24.8%, gray: 21.5%, white: 20.6%"
65.jpg,16.09,96,"gray, gray, brown","gray: 24.3%, gray: 24.2%, brown: 22.4%"
66.jpg,25.84,28,"black, brown, gray","black: 33.6%, brown: 26.3%, gray: 15.2%"
67.jpg,17.61,82,"gray, gray, gray","gray: 27.8%, gray: 24.1%, gray: 19.4%"
68.jpg,14.85,56,"gray, gray, gray","gray: 27.8%, gray: 22.6%, gray: 22.3%"
69.jpg,8.67,276,"gray, gray, gray","gray: 27.6%, gray: 25.6%, gray: 22.3%"
7.jpg,10.55,272,"gray, gray, brown","gray: 32.1%, gray: 21.1%, brown: 18.8%"
70.jpg,20.24,49,"gray, gray, gray","gray: 26.8%, gray: 22.9%, gray: 22.9%"
71.jpg,20.55,30,"gray, gray, white","gray: 30.8%, gray: 21.3%, white: 18.6%"
72.jpg,25.2,47,"white, black, gray","white: 23.4%, black: 19.8%, gray: 19.7%"
73.jpg,15.95,77,"gray, gray, gray","gray: 26.7%, gray: 25.7%, gray: 21.5%"
74.jpg,13.37,76,"gray, gray, gray","gray: 29.0%, gray: 26.3%, gray: 18.9%"
75.jpg,80.0,8,"brown, maroon, brown","brown: 31.2%, maroon: 28.9%, brown: 23.2%"
76.jpg,22.39,49,"gray, gray, brown","gray: 35.1%, gray: 25.8%, brown: 24.1%"
77.jpg,10.35,129,"gray, gray, gray","gray: 35.9%, gray: 32.3%, gray: 15.0%"
78.jpg,27.44,26,"blue, navy, gray","blue: 28.8%, navy: 24.9%, gray: 23.4%"
79.jpg,33.48,23,"brown, maroon, maroon","brown: 34.8%, maroon: 25.4%, maroon: 21.2%"
8.jpg,7.36,36,"white, gray, gray","white: 43.0%, gray: 24.9%, gray: 14.9%"
80.jpg,18.87,54,"brown, gray, gray","brown: 27.8%, gray: 20.0%, gray: 19.8%"
81.jpg,12.28,144,"white, orange, gray","white: 23.8%, orange: 22.9%, gray: 19.6%"
82.jpg,17.17,96,"gray, gray, maroon","gray: 29.0%, gray: 24.6%, maroon: 17.5%"
83.jpg,9.32,63,"orange, orange, orange","orange: 37.2%, orange: 32.8%, orange: 18.9%"
84.jpg,39.78,11,"brown, orange, white","brown: 42.3%, orange: 28.6%, white: 17.9%"
85.jpg,41.47,16,"brown, white, white","brown: 46.0%, white: 20.5%, white: 14.9%"
86.jpg,35.38,19,"brown, brown, gray","brown: 29.8%, brown: 22.6%, gray: 19.2%"
87.jpg,18.6,48,"maroon, orange, brown","maroon: 24.3%, orange: 23.3%, brown: 20.2%"
88.jpg,25.11,31,"black, white, gray","black: 31.7%, white: 27.0%, gray: 18.9%"
89.jpg,69.99,10,"brown, black, maroon","brown: 27.8%, black: 24.2%, maroon: 22.1%"
9.jpg,8.28,55,"white, white, gray","white: 34.5%, white: 26.9%, gray: 24.0%"
90.jpg,97.91,6,"gray, maroon, brown","gray: 26.8%, maroon: 25.8%, brown: 22.0%"
91.jpg,11.43,149,"orange, brown, brown","orange: 28.6%, brown: 28.5%, brown: 18.7%"
92.jpg,192.24,3,"black, black, maroon","black: 50.9%, black: 16.0%, maroon: 15.5%"
93.jpg,103.65,6,"brown, brown, brown","brown: 28.7%, brown: 25.8%, brown: 23.4%"
94.jpg,36.46,16,"brown, brown, gray","brown: 55.9%, brown: 23.8%, gray: 11.9%"
95.jpg,19.58,59,"brown, black, gray","brown: 25.8%, black: 25.7%, gray: 22.2%"
96.jpg,34.6,22,"maroon, brown, brown","maroon: 27.7%, brown: 20.9%, brown: 20.6%"
97.jpg,47.88,13,"maroon, maroon, orange","maroon: 43.0%, maroon: 16.6%, orange: 16.5%"
98.jpg,293.1,1,"white, brown, white","white: 26.5%, brown: 25.8%, white: 25.7%"
99.jpg,26.62,20,"white, brown, black","white: 29.2%, brown: 24.1%, black: 21.2%"
